entity_id,entity_type,company_id,company_name,owner_id,owner_name,time_period,loan_amount,loan_purpose,term_years,interest_rate,collateral_type,collateral_value,ltv_ratio,application_date,desired_funding_date,market_condition_id,market_interest_rate,industry_growth,valid_from,valid_to,collection_timestamp,source,confidence,corroboration_level,evidence_id
"company_boyd,_robinson_and_howell_loan_t0",LoanApplication,"company_boyd,_robinson_and_howell","Boyd, Robinson and Howell",owner_edwin_wilson,Edwin Wilson,0,935130,Equipment Purchase,7,0.06,Equipment,984274.7417046484,0.9500700976847832,2025-03-27,2025-06-02,market_conditions_t0,0.0441,0.012,2025-04-01T07:57:25.145219,,2025-04-01T09:08:25.145219,synthetic,0.776,1,SYN-1745582245-6357
"company_boyd,_robinson_and_howell_loan_t1",LoanApplication,"company_boyd,_robinson_and_howell","Boyd, Robinson and Howell",owner_edwin_wilson,Edwin Wilson,1,2563586,Facility Expansion,15,0.0896,Real Estate,3775858.351908188,0.678941252842404,2025-07-08,2025-09-23,market_conditions_t1,0.0551,0.0144,2025-07-21T07:57:25.145295,,2025-07-21T09:08:25.145295,synthetic,0.795,3,SYN-1745582245-7155
"company_boyd,_robinson_and_howell_loan_t2",LoanApplication,"company_boyd,_robinson_and_howell","Boyd, Robinson and Howell",owner_edwin_wilson,Edwin Wilson,2,2506295,Working Capital,1,0.12,Personal Guarantee,2515988.861055657,0.9961470969900919,2025-10-19,2025-12-27,market_conditions_t2,0.0601,0.016,2025-10-06T07:57:25.145343,2026-03-14T07:57:25.145343,2025-10-06T09:23:25.145343,synthetic,0.755,1,SYN-1745582245-4175
"company_boyd,_robinson_and_howell_loan_t3",LoanApplication,"company_boyd,_robinson_and_howell","Boyd, Robinson and Howell",owner_edwin_wilson,Edwin Wilson,3,2730510,Working Capital,3,0.0728,Inventory,2275815.907476944,1.199793880967792,2026-01-01,2026-02-24,market_conditions_t3,0.0509,0.0291,2026-01-05T07:57:25.145392,,2026-01-05T08:37:25.145392,synthetic,0.752,1,SYN-1745582245-8017
company_rodriguez_group_loan_t0,LoanApplication,company_rodriguez_group,Rodriguez Group,owner_gregory_simmons,Gregory Simmons,0,1223037,Working Capital,2,0.0716,Inventory,926075.9193605171,1.3206660214688914,2025-04-24,2025-07-13,market_conditions_t0,0.0441,0.0109,2025-03-30T07:57:25.145930,,2025-03-30T09:10:25.145930,synthetic,0.77,1,SYN-1745582245-8378
company_rodriguez_group_loan_t1,LoanApplication,company_rodriguez_group,Rodriguez Group,owner_gregory_simmons,Gregory Simmons,1,835727,Working Capital,3,0.1213,None,0.0,0.0,2025-07-14,2025-08-25,market_conditions_t1,0.0551,0.0276,2025-07-07T07:57:25.145980,,2025-07-07T08:28:25.145980,synthetic,0.761,1,SYN-1745582245-2670
company_rodriguez_group_loan_t2,LoanApplication,company_rodriguez_group,Rodriguez Group,owner_gregory_simmons,Gregory Simmons,2,1129456,Refinance,5,0.1419,None,0.0,0.0,2025-10-02,2025-11-21,market_conditions_t2,0.0601,0.0353,2025-09-26T07:57:25.146029,,2025-09-26T09:42:25.146029,synthetic,0.794,2,SYN-1745582245-7917
company_rodriguez_group_loan_t3,LoanApplication,company_rodriguez_group,Rodriguez Group,owner_gregory_simmons,Gregory Simmons,3,740809,Working Capital,1,0.0821,Accounts Receivable,526324.0568059675,1.4075149908511662,2025-12-24,2026-02-01,market_conditions_t3,0.0509,0.0425,2026-01-04T07:57:25.146076,2026-03-24T07:57:25.146076,2026-01-04T09:46:25.146076,synthetic,0.744,3,SYN-1745582245-1284
"company_scott,_rodriguez_and_murray_loan_t0",LoanApplication,"company_scott,_rodriguez_and_murray","Scott, Rodriguez and Murray",owner_david_alexander,David Alexander,0,1916675,Working Capital,1,0.078,Personal Guarantee,1590987.4213314138,1.204707827542744,2025-04-13,2025-05-26,market_conditions_t0,0.0441,0.0454,2025-04-20T07:57:25.146877,2025-05-26T07:57:25.146877,2025-04-20T09:46:25.146877,synthetic,0.798,2,SYN-1745582245-5453
"company_scott,_rodriguez_and_murray_loan_t1",LoanApplication,"company_scott,_rodriguez_and_murray","Scott, Rodriguez and Murray",owner_david_alexander,David Alexander,1,1934505,Refinance,5,0.13,None,0.0,0.0,2025-07-04,2025-09-11,market_conditions_t1,0.0551,0.049,2025-07-11T07:57:25.146936,,2025-07-11T09:03:25.146936,synthetic,0.787,2,SYN-1745582245-9188
"company_scott,_rodriguez_and_murray_loan_t2",LoanApplication,"company_scott,_rodriguez_and_murray","Scott, Rodriguez and Murray",owner_david_alexander,David Alexander,2,1949629,Refinance,5,0.1406,None,0.0,0.0,2025-10-09,2025-12-01,market_conditions_t2,0.0601,0.0474,2025-09-27T07:57:25.146979,,2025-09-27T08:42:25.146979,synthetic,0.785,2,SYN-1745582245-9239
"company_scott,_rodriguez_and_murray_loan_t3",LoanApplication,"company_scott,_rodriguez_and_murray","Scott, Rodriguez and Murray",owner_david_alexander,David Alexander,3,2149482,Expansion,15,0.0862,Inventory,2093609.8182760868,1.0266870078828343,2026-01-01,2026-02-24,market_conditions_t3,0.0509,0.0395,2026-01-15T07:57:25.147020,,2026-01-15T08:54:25.147020,synthetic,0.758,3,SYN-1745582245-1895
"company_perez,_watkins_and_johnson_loan_t0",LoanApplication,"company_perez,_watkins_and_johnson","Perez, Watkins and Johnson",owner_robin_walker,Robin Walker,0,4575819,Refinance,15,0.0738,Personal Guarantee,3314519.477709716,1.3805376709271364,2025-04-03,2025-06-30,market_conditions_t0,0.0441,0.0454,2025-04-03T07:57:25.147694,,2025-04-03T08:58:25.147694,synthetic,0.746,2,SYN-1745582245-8005
"company_perez,_watkins_and_johnson_loan_t1",LoanApplication,"company_perez,_watkins_and_johnson","Perez, Watkins and Johnson",owner_robin_walker,Robin Walker,1,5047405,Expansion,7,0.114,None,0.0,0.0,2025-06-28,2025-08-05,market_conditions_t1,0.0551,0.049,2025-06-25T07:57:25.147735,,2025-06-25T08:47:25.147735,synthetic,0.783,3,SYN-1745582245-1881
"company_perez,_watkins_and_johnson_loan_t2",LoanApplication,"company_perez,_watkins_and_johnson","Perez, Watkins and Johnson",owner_robin_walker,Robin Walker,2,5527472,Working Capital,1,0.1159,Personal Guarantee,5364206.197530246,1.0304361533575879,2025-10-20,2026-01-12,market_conditions_t2,0.0601,0.0474,2025-10-05T07:57:25.147781,,2025-10-05T09:40:25.147781,synthetic,0.772,1,SYN-1745582245-1438
"company_perez,_watkins_and_johnson_loan_t3",LoanApplication,"company_perez,_watkins_and_johnson","Perez, Watkins and Johnson",owner_robin_walker,Robin Walker,3,4891458,Expansion,15,0.0736,Accounts Receivable,4617520.994644306,1.0593255570842934,2026-01-01,2026-02-22,market_conditions_t3,0.0509,0.0395,2026-01-01T07:57:25.147822,,2026-01-01T09:09:25.147822,synthetic,0.79,1,SYN-1745582245-5663
company_green_group_loan_t0,LoanApplication,company_green_group,Green Group,owner_william_aguilar,William Aguilar,0,460421,Working Capital,2,0.0671,Accounts Receivable,359179.6901077928,1.281868136424484,2025-04-09,2025-05-22,market_conditions_t0,0.0441,0.0291,2025-04-04T07:57:25.148347,2025-07-28T07:57:25.148347,2025-04-04T08:19:25.148347,synthetic,0.772,2,SYN-1745582245-1141
company_green_group_loan_t1,LoanApplication,company_green_group,Green Group,owner_william_aguilar,William Aguilar,1,1104394,Store Renovation,15,0.0933,Real Estate,1393117.184767671,0.7927502525095754,2025-07-09,2025-09-03,market_conditions_t1,0.0551,0.0414,2025-07-06T07:57:25.148390,2025-09-15T07:57:25.148390,2025-07-06T09:24:25.148390,synthetic,0.792,3,SYN-1745582245-4121
company_green_group_loan_t2,LoanApplication,company_green_group,Green Group,owner_william_aguilar,William Aguilar,2,992438,Store Renovation,5,0.1098,Real Estate,1399258.5258755032,0.7092599270596123,2025-10-07,2025-11-27,market_conditions_t2,0.0601,0.03,2025-10-07T07:57:25.148430,,2025-10-07T09:04:25.148430,synthetic,0.721,2,SYN-1745582245-7525
company_green_group_loan_t3,LoanApplication,company_green_group,Green Group,owner_william_aguilar,William Aguilar,3,424695,Inventory Purchase,1,0.1062,None,0.0,0.0,2025-12-31,2026-02-23,market_conditions_t3,0.0509,0.0338,2025-12-28T07:57:25.148468,2026-02-18T07:57:25.148468,2025-12-28T08:41:25.148468,synthetic,0.765,2,SYN-1745582245-5541
